"id_doc";"Date";"pol";"url_vw"
"EPdoc-14-19_339";"2015-02-11";"Legal affairs";"http://www.votewatch.eu/en/term8-accession-of-singapore-to-the-1980-hague-convention-on-the-civil-aspects-of-international-child-abdu.html"
"EPdoc-14-19_340";"2015-02-11";"Legal affairs";"http://www.votewatch.eu/en/term8-accession-of-morocco-to-the-1980-hague-convention-on-the-civil-aspects-of-international-child-abduct.html"
"EPdoc-14-19_341";"2015-02-11";"Legal affairs";"http://www.votewatch.eu/en/term8-accession-of-armenia-to-the-1980-hague-convention-on-the-civil-aspects-of-international-child-abduct.html"
"EPdoc-14-19_342";"2015-02-11";"Legal affairs";"http://www.votewatch.eu/en/term8-verification-of-credentials-proposal-for-a-decision-single-vote.html"
"EPdoc-14-19_343";"2015-02-11";"Transport & tourism";"http://www.votewatch.eu/en/term8-cross-border-exchange-of-information-on-road-safety-related-traffic-offences-draft-legislative-resol.html"
"EPdoc-14-19_344";"2015-02-11";"Fisheries";"http://www.votewatch.eu/en/term8-sustainable-fisheries-partnership-agreement-between-the-eu-and-senegal-draft-legislative-resolution-.html"
"EPdoc-14-19_349";"2015-02-11";"Foreign & security policy";"http://www.votewatch.eu/en/term8-us-senate-report-on-the-use-of-torture-by-the-cia-joint-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_353";"2015-02-11";"Foreign & security policy";"http://www.votewatch.eu/en/term8-anti-terrorism-measures-joint-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_369";"2015-02-11";"Environment & public health";"http://www.votewatch.eu/en/term8-country-of-origin-labelling-for-meat-in-processed-foods-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_372";"2015-02-11";"Development";"http://www.votewatch.eu/en/term8-the-work-of-the-acp-eu-joint-parliamentary-assembly-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_294";"2015-01-15";"Petitions";"http://www.votewatch.eu/en/term8-ombudsman-s-annual-report-2013-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_317";"2015-01-15";"Constitutional and inter-institutional affairs";"http://www.votewatch.eu/en/term8-commission-work-programme-2015-resolution-by-the-greens-efa-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_319";"2015-01-15";"Constitutional and inter-institutional affairs";"http://www.votewatch.eu/en/term8-commission-work-programme-2015-resolution-by-the-alde-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_326";"2015-01-15";"Constitutional and inter-institutional affairs";"http://www.votewatch.eu/en/term8-commission-work-programme-2015-resolution-by-the-s-d-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_327";"2015-01-15";"Constitutional and inter-institutional affairs";"http://www.votewatch.eu/en/term8-commission-work-programme-2015-resolution-by-the-efdd-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_283";"2015-01-13";"Fisheries";"http://www.votewatch.eu/en/term8-fisheries-partnership-agreement-between-the-eu-and-sao-tome-and-principe-fishing-opportunities-and-f.html"
"EPdoc-14-19_284";"2015-01-13";"Fisheries";"http://www.votewatch.eu/en/term8-eu-seychelles-agreement-on-access-for-fishing-vessels-to-waters-of-mayotte-draft-legislative-resolut.html"
"EPdoc-14-19_285";"2015-01-13";"Foreign & security policy";"http://www.votewatch.eu/en/term8-protocol-to-the-euro-mediterranean-agreement-between-the-ec-and-tunisia-to-take-account-of-the-acces.html"
"EPdoc-14-19_287";"2015-01-13";"Fisheries";"http://www.votewatch.eu/en/term8-provisions-for-fishing-in-the-gfcm-general-fisheries-commission-for-the-mediterranean-agreement-area.html"
"EPdoc-14-19_277";"2014-12-18";"Foreign & security policy";"http://www.votewatch.eu/en/term8-persecution-of-the-democratic-opposition-in-venezuela-joint-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_278";"2014-12-18";"Foreign & security policy";"http://www.votewatch.eu/en/term8-sudan-the-case-of-dr-amin-mekki-medani-joint-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_279";"2014-12-18";"Budget";"http://www.votewatch.eu/en/term8-applying-a-scheme-of-generalised-tariff-preferences-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_280";"2014-12-18";"Economic & monetary affairs";"http://www.votewatch.eu/en/term8-resolution-financing-agreements-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_281";"2014-12-18";"Foreign & security policy";"http://www.votewatch.eu/en/term8-conclusion-of-the-association-agreement-with-georgia-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_282";"2014-12-18";"Foreign & security policy";"http://www.votewatch.eu/en/term8-association-agreement-with-georgia-draft-legislative-resolution-approbation-consent.html"
"EPdoc-14-19_228";"2014-12-17";"International trade";"http://www.votewatch.eu/en/term8-autonomous-trade-preferences-for-the-republic-of-moldova-draft-legislative-resolution-single-vote-co.html"
"EPdoc-14-19_229";"2014-12-17";"International trade";"http://www.votewatch.eu/en/term8-tariff-treatment-for-goods-originating-from-ecuador-draft-legislative-resolution-single-vote-consent.html"
"EPdoc-14-19_230";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-contingency-margin-in-2014-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_231";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-draft-amending-budget-no-3-2014-revenue-from-fines-interest-payments-reimbursements-and-repayments-p.html"
"EPdoc-14-19_232";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-draft-amending-budget-no-4-2014-traditional-own-resources-tor-vat-and-gross-national-income-gni-base.html"
"EPdoc-14-19_233";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-eu-solidarity-fund-floods-in-italy-earthquakes-in-greece-ice-in-slovenia-ice-and.html"
"EPdoc-14-19_234";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-draft-amending-budget-no-5-2014-floods-in-italy-sardinia-in-2013-earthquakes-in-greece-ice-in-sloven.html"
"EPdoc-14-19_235";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-draft-amending-budget-no-6-2014-revision-of-the-forecast-of-traditional-own-resources-vat-and-gni-co.html"
"EPdoc-14-19_236";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-eu-solidarity-fund-floods-in-serbia-croatia-and-bulgaria-motion-for-resolution-s.html"
"EPdoc-14-19_237";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-draft-amending-budget-no-7-2014-floods-in-serbia-croatia-and-bulgaria-motion-for-resolution-single-v.html"
"EPdoc-14-19_238";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-draft-amending-budget-no-8-2014-surplus-resulting-from-the-implementation-of-the-budget-year-2013-mo.html"
"EPdoc-14-19_239";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-union-own-resources-adjustment-of-member-states-national-contributions-draft-legislative-resolution-.html"
"EPdoc-14-19_240";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-eu-solidarity-fund-regions-affected-by-disasters-motion-for-resolution-single-vo.html"
"EPdoc-14-19_241";"2014-12-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-flexibility-instrument-financing-of-the-cypriot-structural-funds-programmes-moti.html"
"EPdoc-14-19_257";"2014-12-17";"Environment & public health";"http://www.votewatch.eu/en/term8-quality-of-petrol-and-diesel-fuels-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_258";"2014-12-17";"Foreign & security policy";"http://www.votewatch.eu/en/term8-commission-delegated-regulation-eu-establishing-a-discard-plan-in-the-baltic-sea-motion-for-resoluti.html"
"EPdoc-14-19_259";"2014-12-17";"Internal market & consumer protection";"http://www.votewatch.eu/en/term8-taking-up-and-pursuit-of-the-business-of-insurance-and-reinsurance-solvency-ii-motion-for-resolution.html"
"EPdoc-14-19_260";"2014-12-17";"Foreign & security policy";"http://www.votewatch.eu/en/term8-recognition-of-palestine-statehood-joint-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_218";"2014-12-16";"Environment & public health";"http://www.votewatch.eu/en/term8-scientific-examination-of-questions-relating-to-food-draft-legislative-resolution-single-vote-ordina.html"
"EPdoc-14-19_219";"2014-12-16";"Environment & public health";"http://www.votewatch.eu/en/term8-convention-on-international-trade-in-endangered-species-cites-draft-legislative-resolution-approbati.html"
"EPdoc-14-19_220";"2014-12-16";"Industry, research & energy";"http://www.votewatch.eu/en/term8-cooperation-agreement-on-a-civil-global-navigation-satellite-system-gnss-with-morocco-draft-legislat.html"
"EPdoc-14-19_221";"2014-12-16";"Industry, research & energy";"http://www.votewatch.eu/en/term8-renewal-of-the-agreement-on-cooperation-in-science-and-technology-with-ukraine-draft-legislative-res.html"
"EPdoc-14-19_222";"2014-12-16";"International trade";"http://www.votewatch.eu/en/term8-participation-of-croatia-in-the-european-economic-area-draft-legislative-resolution-approbation-cons.html"
"EPdoc-14-19_223";"2014-12-16";"Regional development";"http://www.votewatch.eu/en/term8-dock-dues-in-the-french-outermost-regions-draft-legislative-resolution-single-vote-consultation.html"
"EPdoc-14-19_224";"2014-12-16";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-010-it-whirlpool-mot.html"
"EPdoc-14-19_225";"2014-12-16";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2013-006-pl-fiat-auto-pol.html"
"EPdoc-14-19_226";"2014-12-16";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-013-el-odyssefs-foka.html"
"EPdoc-14-19_227";"2014-12-16";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2013-014-fr-air-france-mo.html"
"EPdoc-14-19_184";"2014-11-27";"Industry, research & energy";"http://www.votewatch.eu/en/term8-commission-s-impact-assessment-guidelines-joint-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_195";"2014-11-27";"Constitutional and inter-institutional affairs";"http://www.votewatch.eu/en/term8-motion-of-censure-on-the-commission-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_198";"2014-11-27";"Development";"http://www.votewatch.eu/en/term8-child-malnutrition-in-developing-countries-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_217";"2014-11-27";"Internal market & consumer protection";"http://www.votewatch.eu/en/term8-digital-single-market-joint-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_170";"2014-11-27";"Economic & monetary affairs";"http://www.votewatch.eu/en/term8-decision-to-raise-no-objections-to-the-commission-delegated-regulation-on-the-provisional-system-of-.html"
"EPdoc-14-19_169";"2014-11-27";"Regional development";"http://www.votewatch.eu/en/term8-delays-in-the-start-up-of-cohesion-policy-for-2014-2020-joint-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_167";"2014-11-26";"Economic & monetary affairs";"http://www.votewatch.eu/en/term8-collection-of-statistical-information-by-the-european-central-bank-draft-legislative-resolution-sing.html"
"EPdoc-14-19_168";"2014-11-26";"Economic & monetary affairs";"http://www.votewatch.eu/en/term8-the-powers-of-the-european-central-bank-to-impose-sanctions-draft-legislative-resolution-vote-legisl.html"
"EPdoc-14-19_154";"2014-11-25";"Development";"http://www.votewatch.eu/en/term8-the-eu-and-the-global-development-framework-after-2015-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_155";"2014-11-25";"Legal affairs";"http://www.votewatch.eu/en/term8-protocol-on-matters-specific-to-railway-rolling-stock-draft-legislative-resolution-vote-consent-cons.html"
"EPdoc-14-19_156";"2014-11-25";"Legal affairs";"http://www.votewatch.eu/en/term8-hague-convention-of-30-june-2005-on-choice-of-court-agreements-draft-legislative-resolution-vote-con.html"
"EPdoc-14-19_157";"2014-11-25";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-008-fi-stx-rauma-mot.html"
"EPdoc-14-19_158";"2014-11-25";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-005-fr-gad-motion-fo.html"
"EPdoc-14-19_166";"2014-11-25";"Foreign & security policy";"http://www.votewatch.eu/en/term8-opinion-of-the-court-of-justice-eu-canada-agreement-on-the-transfer-and-processing-of-passenger-name.html"
"EPdoc-14-19_141";"2014-11-13";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-007-ie-andersen-irel.html"
"EPdoc-14-19_142";"2014-11-13";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-009-el-sprider-store.html"
"EPdoc-14-19_143";"2014-11-13";"Foreign & security policy";"http://www.votewatch.eu/en/term8-association-agreement-between-the-european-union-and-the-republic-of-moldova-draft-legislative-resol.html"
"EPdoc-14-19_144";"2014-11-13";"Foreign & security policy";"http://www.votewatch.eu/en/term8-conclusion-of-an-association-agreement-between-the-european-union-and-the-republic-of-moldova-motion.html"
"EPdoc-14-19_135";"2014-10-23";"Foreign & security policy";"http://www.votewatch.eu/en/term8-closing-down-of-memorial-sakharov-prize-2009-in-russia-joint-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_137";"2014-10-23";"Foreign & security policy";"http://www.votewatch.eu/en/term8-disappearance-of-43-teaching-students-in-mexico-joint-motion-for-resolution-vote-resolution.html"
"EPdoc-14-19_138";"2014-10-23";"International trade";"http://www.votewatch.eu/en/term8-customs-duties-on-goods-originating-in-ukraine-draft-legislative-resolution-vote-legislative-resolut.html"
"EPdoc-14-19_139";"2014-10-23";"Budgetary control";"http://www.votewatch.eu/en/term8-2012-discharge-body-of-european-regulators-for-electronic-communications-proposal-for-a-decision-vot.html"
"EPdoc-14-19_140";"2014-10-23";"Budgetary control";"http://www.votewatch.eu/en/term8-2012-discharge-european-council-and-council-proposal-for-a-decision-vote-resolution.html"
"EPdoc-14-19_131";"2014-10-22";"Budget";"http://www.votewatch.eu/en/term8-general-budget-of-the-european-union-for-the-financial-year-2015-all-sections-motion-for-resolution--27.html"
"EPdoc-14-19_132";"2014-10-22";"International trade";"http://www.votewatch.eu/en/term8-protocol-to-the-eu-republic-of-korea-free-trade-agreement-to-take-account-of-croatia-s-accession-to-.html"
"EPdoc-14-19_134";"2014-10-22";"Economic & monetary affairs";"http://www.votewatch.eu/en/term8-european-semester-for-economic-policy-coordination-implementation-of-2014-priorities-motion-for-reso-2.html"
"EPdoc-14-19_87";"2014-10-22";"Constitutional and inter-institutional affairs";"http://www.votewatch.eu/en/term8-election-of-the-commission-appointment-of-the-juncker-commission-approbation.html"
"EPdoc-14-19_88";"2014-10-22";"Budget";"http://www.votewatch.eu/en/term8-draft-amending-budget-no-2-2014-surplus-resulting-from-the-implementation-of-the-budget-year-2013-mo.html"
"EPdoc-14-19_83";"2014-10-21";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-004-es-comunidad-val.html"
"EPdoc-14-19_84";"2014-10-21";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2013-012-be-ford-genk-mot.html"
"EPdoc-14-19_85";"2014-10-21";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2013-002-be-carsid-motion.html"
"EPdoc-14-19_86";"2014-10-21";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-006-fr-psa-motion-fo.html"
"EPdoc-14-19_68";"2014-09-18";"Foreign & security policy";"http://www.votewatch.eu/en/term8-israel-palestine-after-the-gaza-war-and-the-role-of-the-eu-resolution-by-gue-ngl-group-motion-for-re-16.html"
"EPdoc-14-19_81";"2014-09-18";"Foreign & security policy";"http://www.votewatch.eu/en/term8-israel-palestine-after-the-gaza-war-and-the-role-of-the-eu-joint-motion-for-resolution-vote-resoluti.html"
"EPdoc-14-19_82";"2014-09-18";"International trade";"http://www.votewatch.eu/en/term8-commission-delegated-regulation-reinstatement-of-market-access-for-fiji-request-by-gue-ngl-and-green.html"
"EPdoc-14-19_42";"2014-09-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-000-ta-2014-technica.html"
"EPdoc-14-19_43";"2014-09-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-001-el-nutriart-moti.html"
"EPdoc-14-19_44";"2014-09-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2012-010-ro-mechel-romani.html"
"EPdoc-14-19_45";"2014-09-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-003-es-aragon-food-a.html"
"EPdoc-14-19_46";"2014-09-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2014-002-nl-gelderland-ov.html"
"EPdoc-14-19_47";"2014-09-17";"Budget";"http://www.votewatch.eu/en/term8-mobilisation-of-the-european-globalisation-adjustment-fund-application-egf-2013-010-es-castilla-y-le.html"
"EPdoc-14-19_40";"2014-09-16";"Foreign & security policy";"http://www.votewatch.eu/en/term8-eu-ukraine-association-agreement-with-the-exception-of-the-treatment-of-third-country-nationals-lega.html"
"EPdoc-14-19_41";"2014-09-16";"Civil liberties, justice & home affairs";"http://www.votewatch.eu/en/term8-eu-ukraine-association-agreement-as-regards-the-treatment-of-third-country-nationals-legally-employe.html"
"EPdoc-14-19_7";"2014-07-17";"Foreign & security policy";"http://www.votewatch.eu/en/term8-nigeria-recent-attacks-by-boko-haram-joint-motions-for-a-resolution-vote-resolution.html"
"EPdoc-14-19_15";"2014-07-17";"Foreign & security policy";"http://www.votewatch.eu/en/term8-situation-in-ukraine-joint-motions-for-a-resolution-vote-resolution.html"
"EPdoc-14-19_32";"2014-07-17";"Employment & social affairs";"http://www.votewatch.eu/en/term8-youth-employment-joint-motions-for-a-resolution-vote-resolution.html"
"EPdoc-14-19_39";"2014-07-17";"Foreign & security policy";"http://www.votewatch.eu/en/term8-escalation-of-violence-between-israel-and-palestine-joint-motions-for-a-resolution-vote-resolution.html"
"EPdoc-14-19_1";"2014-07-16";"Constitutional and inter-institutional affairs";"http://www.votewatch.eu/en/term8-appointment-of-4-members-of-the-european-commission-jyrki-katainen-fi-jacek-dominik-pl-ferdinando-ne.html"
"EPdoc-14-19_5";"2014-07-16";"Economic & monetary affairs";"http://www.votewatch.eu/en/term8-adoption-by-lithuania-of-the-euro-on-1-january-2015-draft-legislative-resolution-vote-legislative-re.html"
